"biological_category","technology","extract_name","comment__rna_tube_","comment__sample_name_","comment__organism_","protocol_ref","parameter__rna_extraction_","extract_name_1","comment__rna_id_","comment__material_type_","comment__comment_on_rna_","protocol_ref_1","comment__lsid_","parameter__library_protocol_","library_name","comment__library_id_","protocol_ref_2","parameter__sequence_protocol_","parameter__machine_name_","parameter__run_name_","parameter__flowcell_channel_","file_name","comment__sequence_raw_file_","protocol_ref_3","parameter__sex_","file_name_1","fname","url"
"Primary cell","HeliScopeCAGE","11457-119A8","11457-119A8","Bronchial Epithelial Cell, donor5","Homo sapiens","standard whole cell","standard whole cell","11457-119A8.rna","11457-119A8.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""1473""; RNA Catalog number:""CA502-R10a""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",838,"OP-HELISCOPE-CAGE-v4.0","CNhs12058","CNhs12058","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch15","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","delve_align","female","Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8.hg19.nobarcode.bam","primary_cell.hCAGE-Bronchial Epithelial Cell, donor5.CNhs12058.11457-119A8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Bronchial%2520Epithelial%2520Cell%252c%2520donor5.CNhs12058.11457-119A8.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11461-119B3","11461-119B3","Bronchial Epithelial Cell, donor6","Homo sapiens","standard whole cell","standard whole cell","11461-119B3.rna","11461-119B3.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""1217""; RNA Catalog number:""CA502-R10a""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",838,"OP-HELISCOPE-CAGE-v4.0","CNhs12062","CNhs12062","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch03","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","delve_align","male","Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3.hg19.nobarcode.bam","primary_cell.hCAGE-Bronchial Epithelial Cell, donor6.CNhs12062.11461-119B3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Bronchial%2520Epithelial%2520Cell%252c%2520donor6.CNhs12062.11461-119B3.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11769-123I5","11769-123I5","Bronchial Epithelial Cell, donor7","Homo sapiens","standard whole cell","standard whole cell","11769-123I5.rna","11769-123I5.rna","total RNA","comment:Sample category:""FANTOM5 update February1""; company:""Sciencell/3H""; RNA lot number:""6805"";RNA Catalog number:""SC3215"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:2.03; A260A230:1.33","OP-HELISCOPE-CAGE-v4.0",952,"OP-HELISCOPE-CAGE-v4.0","CNhs12642","CNhs12642","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch23","/sequencedata/heliscope/srf/2011_3_15_RikenRun13","/sequencedata/heliscope/srf/2011_3_15_RikenRun13","delve_align","undefined_sex_type","Bronchial%20Epithelial%20Cell%2c%20donor7.CNhs12642.11769-123I5.hg19.nobarcode.bam","primary_cell.hCAGE-Bronchial Epithelial Cell, donor7.CNhs12642.11769-123I5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Bronchial%2520Epithelial%2520Cell%252c%2520donor7.CNhs12642.11769-123I5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11224-116B9","11224-116B9","CD14+ Monocytes, donor1","Homo sapiens","standard whole cell","standard whole cell","11224-116B9.rna","11224-116B9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""3HBiomedical""; RNA lot number:""Mon725""; RNA Catalog number:""3H100-30-10""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",700,"OP-HELISCOPE-CAGE-v3.12","CNhs10852","CNhs10852","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch03","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","delve_align","male","CD14%2b%20Monocytes%2c%20donor1.CNhs10852.11224-116B9.hg19.nobarcode.bam ","primary_cell.hCAGE-CD14+ Monocytes, donor1.CNhs10852.11224-116B9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520Monocytes%252c%2520donor1.CNhs10852.11224-116B9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11305-117B9","11305-117B9","CD14+ Monocytes, donor2","Homo sapiens","standard whole cell","standard whole cell","11305-117B9.rna","11305-117B9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""3HBiomedical""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""Mon726""; RNA Catalog number:""3H100-30-10""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",836,"OP-HELISCOPE-CAGE-v4.0","CNhs11954","CNhs11954","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch14","/sequencedata/heliscope/srf/2011_02_03_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_02_03_R4_30Q_1100FOV","delve_align","male","CD14%2b%20Monocytes%2c%20donor2.CNhs11954.11305-117B9.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ Monocytes, donor2.CNhs11954.11305-117B9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520Monocytes%252c%2520donor2.CNhs11954.11305-117B9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11381-118B4","11381-118B4","CD14+ Monocytes, donor3","Homo sapiens","standard whole cell","standard whole cell","11381-118B4.rna","11381-118B4.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""3HBiomedical""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""Mon727""; RNA Catalog number:""3H100-30-10""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",837,"OP-HELISCOPE-CAGE-v4.0","CNhs11997","CNhs11997","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch04","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","delve_align","male","CD14%2b%20Monocytes%2c%20donor3.CNhs11997.11381-118B4.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ Monocytes, donor3.CNhs11997.11381-118B4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520Monocytes%252c%2520donor3.CNhs11997.11381-118B4.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11229-116C5","11229-116C5","CD14+ monocyte derived endothelial progenitor cells, donor1","Homo sapiens","standard whole cell","standard whole cell","11229-116C5.rna","11229-116C5.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""3HBiomedical""; RNA lot number:""EPC722""; RNA Catalog number:""3H100-81-10""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",702,"OP-HELISCOPE-CAGE-v3.12","CNhs10858","CNhs10858","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch07","/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV","delve_align","male","CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor1.CNhs10858.11229-116C5.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocyte derived endothelial progenitor cells, donor1.CNhs10858.11229-116C5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocyte%2520derived%2520endothelial%2520progenitor%2520cells%252c%2520donor1.CNhs10858.11229-116C5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11310-117C5","11310-117C5","CD14+ monocyte derived endothelial progenitor cells, donor2","Homo sapiens","standard whole cell","standard whole cell","11310-117C5.rna","11310-117C5.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""3HBiomedical""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""EPC723""; RNA Catalog number:""3H100-81-10""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",834,"OP-HELISCOPE-CAGE-v3.12","CNhs11897","CNhs11897","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch16","/sequencedata/heliscope/srf/2011_01_07_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_01_07_R4_30Q_1100FOV","delve_align","female","CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor2.CNhs11897.11310-117C5.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocyte derived endothelial progenitor cells, donor2.CNhs11897.11310-117C5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocyte%2520derived%2520endothelial%2520progenitor%2520cells%252c%2520donor2.CNhs11897.11310-117C5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11386-118B9","11386-118B9","CD14+ monocyte derived endothelial progenitor cells, donor3","Homo sapiens","standard whole cell","standard whole cell","11386-118B9.rna","11386-118B9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""3HBiomedical""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""EPC724""; RNA Catalog number:""3H100-81-10""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",834,"OP-HELISCOPE-CAGE-v3.12","CNhs11904","CNhs11904","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch20","/sequencedata/heliscope/srf/2011_01_07_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_01_07_R4_30Q_1100FOV","delve_align","male","CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor3.CNhs11904.11386-118B9.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocyte derived endothelial progenitor cells, donor3.CNhs11904.11386-118B9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocyte%2520derived%2520endothelial%2520progenitor%2520cells%252c%2520donor3.CNhs11904.11386-118B9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11863-125A9","11863-125A9","CD14+ monocytes - mock treated, donor1","Homo sapiens","standard whole cell","standard whole cell","11863-125A9.rna","11863-125A9.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-4 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.2; A260A280:2.04; A260A230:1.42","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13468","CNhs13468","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch20","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20mock%20treated%2c%20donor1.CNhs13468.11863-125A9.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - mock treated, donor1.CNhs13468.11863-125A9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520mock%2520treated%252c%2520donor1.CNhs13468.11863-125A9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11873-125C1","11873-125C1","CD14+ monocytes - mock treated, donor2","Homo sapiens","standard whole cell","standard whole cell","11873-125C1.rna","11873-125C1.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-4"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2; A260A230:1.73","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13484","CNhs13484","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch19","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20mock%20treated%2c%20donor2.CNhs13484.11873-125C1.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - mock treated, donor2.CNhs13484.11873-125C1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520mock%2520treated%252c%2520donor2.CNhs13484.11873-125C1.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11883-125D2","11883-125D2","CD14+ monocytes - mock treated, donor3","Homo sapiens","standard whole cell","standard whole cell","11883-125D2.rna","11883-125D2.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-4"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.2; A260A280:2.01; A260A230:1.69","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13491","CNhs13491","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch23","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20mock%20treated%2c%20donor3.CNhs13491.11883-125D2.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - mock treated, donor3.CNhs13491.11883-125D2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520mock%2520treated%252c%2520donor3.CNhs13491.11883-125D2.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11869-125B6","11869-125B6","CD14+ monocytes - treated with B-glucan, donor1","Homo sapiens","standard whole cell","standard whole cell","11869-125B6.rna","11869-125B6.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-10 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.8; A260A280:2.01; A260A230:1.96","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13474","CNhs13474","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch02","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20B-glucan%2c%20donor1.CNhs13474.11869-125B6.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with B-glucan, donor1.CNhs13474.11869-125B6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520B-glucan%252c%2520donor1.CNhs13474.11869-125B6.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11879-125C7","11879-125C7","CD14+ monocytes - treated with B-glucan, donor2","Homo sapiens","standard whole cell","standard whole cell","11879-125C7.rna","11879-125C7.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-10"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.8; A260A280:2.02; A260A230:1.52","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13489","CNhs13489","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch04","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20B-glucan%2c%20donor2.CNhs13489.11879-125C7.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with B-glucan, donor2.CNhs13489.11879-125C7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520B-glucan%252c%2520donor2.CNhs13489.11879-125C7.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11889-125D8","11889-125D8","CD14+ monocytes - treated with B-glucan, donor3","Homo sapiens","standard whole cell","standard whole cell","11889-125D8.rna","11889-125D8.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-10"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2; A260A230:1.24","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13495","CNhs13495","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch11","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20B-glucan%2c%20donor3.CNhs13495.11889-125D8.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with B-glucan, donor3.CNhs13495.11889-125D8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520B-glucan%252c%2520donor3.CNhs13495.11889-125D8.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11860-125A6","11860-125A6","CD14+ monocytes - treated with BCG, donor1","Homo sapiens","standard whole cell","standard whole cell","11860-125A6.rna","11860-125A6.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-1 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2.03; A260A230:1.77","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13465","CNhs13465","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch04","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20BCG%2c%20donor1.CNhs13465.11860-125A6.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with BCG, donor1.CNhs13465.11860-125A6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520BCG%252c%2520donor1.CNhs13465.11860-125A6.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11870-125B7","11870-125B7","CD14+ monocytes - treated with BCG, donor2","Homo sapiens","standard whole cell","standard whole cell","11870-125B7.rna","11870-125B7.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-1"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.8; A260A280:2.03; A260A230:1.68","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13475","CNhs13475","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch24","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20BCG%2c%20donor2.CNhs13475.11870-125B7.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with BCG, donor2.CNhs13475.11870-125B7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520BCG%252c%2520donor2.CNhs13475.11870-125B7.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11880-125C8","11880-125C8","CD14+ monocytes - treated with BCG, donor3","Homo sapiens","standard whole cell","standard whole cell","11880-125C8.rna","11880-125C8.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-1"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:2.02; A260A230:0.63","OP-HELISCOPE-CAGE-v3.12",1029,"OP-HELISCOPE-CAGE-v3.12","CNhs13543","CNhs13543","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch11","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_31_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20BCG%2c%20donor3.CNhs13543.11880-125C8.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with BCG, donor3.CNhs13543.11880-125C8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520BCG%252c%2520donor3.CNhs13543.11880-125C8.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11868-125B5","11868-125B5","CD14+ monocytes - treated with Candida, donor1","Homo sapiens","standard whole cell","standard whole cell","11868-125B5.rna","11868-125B5.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D3-9 "";donor(cell lot):""donor1"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.2; A260A280:2.02; A260A230:1.95","OP-HELISCOPE-CAGE-v4.0",1024,"OP-HELISCOPE-CAGE-v4.0","CNhs13473","CNhs13473","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch05","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_26_R2_30Q_1100FOV","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Candida%2c%20donor1.CNhs13473.11868-125B5.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Candida, donor1.CNhs13473.11868-125B5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Candida%252c%2520donor1.CNhs13473.11868-125B5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11878-125C6","11878-125C6","CD14+ monocytes - treated with Candida, donor2","Homo sapiens","standard whole cell","standard whole cell","11878-125C6.rna","11878-125C6.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D4-9"";donor(cell lot):""donor2"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.4; A260A280:2.03; A260A230:1.59","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13488","CNhs13488","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch07","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","CD14%2b%20monocytes%20-%20treated%20with%20Candida%2c%20donor2.CNhs13488.11878-125C6.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Candida, donor2.CNhs13488.11878-125C6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Candida%252c%2520donor2.CNhs13488.11878-125C6.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11888-125D7","11888-125D7","CD14+ monocytes - treated with Candida, donor3","Homo sapiens","standard whole cell","standard whole cell","11888-125D7.rna","11888-125D7.rna","total RNA","comment:Sample category:""FANTOM5 update 26May2011""; RNA lot number:""D5-9"";donor(cell lot):""donor3"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.1; A260A280:1.99; A260A230:0.3","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13494","CNhs13494","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch14","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","CD14%2b%20monocytes%20-%20treated%20with%20Candida%2c%20donor3.CNhs13494.11888-125D7.hg19.nobarcode.bam","primary_cell.hCAGE-CD14+ monocytes - treated with Candida, donor3.CNhs13494.11888-125D7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/CD14%252b%2520monocytes%2520-%2520treated%2520with%2520Candida%252c%2520donor3.CNhs13494.11888-125D7.hg19.ctss.bed.gz"
