"cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"ECC-1","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-03#,#2012-11-03#,"wgEncodeEH002564","GSM1008574","Crawford","Duke","fseq v 1.84, iff_generic_female","8ecb109fb93a5ff02b252f7d4e05f9d9",,,"wgEncode",,"3.1G",5384,,"wgEncodeOpenChromDnaseEcc1Est10nm30mSig","Estradiol_10nM_30m","bigWig","Signal","wgEncodeOpenChromDnaseEcc1Est10nm30mSig.bigWig","wgEncodeOpenChromDnaseEcc1Est10nm30mSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseEcc1Est10nm30mSig.bigWig"
"Fibrobl","wgEncodeOpenChromDnase","Fibrobl/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-12-20#,#2010-09-20#,"wgEncodeEH000583","GSM816652","Crawford","Duke","private-noSequence baseAlignCounts.pl v 1","e8a0760d6528d945ebc84e47f6977c5b",,"hg18","wgEncode",,"832M",1653,,"wgEncodeOpenChromDnaseFibroblBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibroblBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibroblBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblBaseOverlapSignal.bigWig"
"Fibrobl","wgEncodeOpenChromDnase","Fibrobl/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-12-20#,#2010-09-20#,"wgEncodeEH000583","GSM816652","Crawford","Duke","private-noSequence p-value cutoff: 0.05","0242072de22534e358997bcd4539793f",,"hg18","wgEncode",,"2.2M",1653,,"wgEncodeOpenChromDnaseFibroblPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFibroblPk.narrowPeak.gz","wgEncodeOpenChromDnaseFibroblPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblPk.narrowPeak.gz"
"Fibrobl","wgEncodeOpenChromDnase","Fibrobl/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-12-20#,#2010-09-20#,"wgEncodeEH000583","GSM816652","Crawford","Duke","private-noSequence fseq v 1.84, iff_FB8470","5e9389aa2b90dbfc054d4e12a8ca1868",,"hg18","wgEncode",,"3.5G",1653,,"wgEncodeOpenChromDnaseFibroblSig",,"bigWig","Signal","wgEncodeOpenChromDnaseFibroblSig.bigWig","wgEncodeOpenChromDnaseFibroblSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblSig.bigWig"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-02#,"wgEncodeEH003476","GSM1008563","Crawford","Duke","baseAlignCounts.pl v 1","0e2567e767afbf9c753eeb4ee8652158",,,"wgEncode",,"1.6G",7312,,"wgEncodeOpenChromDnaseFibroblgm03348BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibroblgm03348BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibroblgm03348BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348BaseOverlapSignal.bigWig"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-02#,"wgEncodeEH003477","GSM1008564","Crawford","Duke","baseAlignCounts.pl v 1","98dd797aa83f049ea3b3b1c1d1879adb",,,"wgEncode",,"1.6G",7310,,"wgEncodeOpenChromDnaseFibroblgm03348LenticonBaseOverlapSignal","lenti-control","bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibroblgm03348LenticonBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibroblgm03348LenticonBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348LenticonBaseOverlapSignal.bigWig"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-02#,"wgEncodeEH003477","GSM1008564","Crawford","Duke","p-value cutoff: 0.05","ed73a860f7892762ef975be6f036b6aa",,,"wgEncode",,"2.2M",7310,,"wgEncodeOpenChromDnaseFibroblgm03348LenticonPk","lenti-control","narrowPeak","Peaks","wgEncodeOpenChromDnaseFibroblgm03348LenticonPk.narrowPeak.gz","wgEncodeOpenChromDnaseFibroblgm03348LenticonPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348LenticonPk.narrowPeak.gz"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-02#,"wgEncodeEH003477","GSM1008564","Crawford","Duke","fseq v 1.84, iff_generic_male","2ce1b2ef79d897fcbef7e32e4969b305",,,"wgEncode",,"3.2G",7310,,"wgEncodeOpenChromDnaseFibroblgm03348LenticonSig","lenti-control","bigWig","Signal","wgEncodeOpenChromDnaseFibroblgm03348LenticonSig.bigWig","wgEncodeOpenChromDnaseFibroblgm03348LenticonSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348LenticonSig.bigWig"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-02#,#2013-04-02#,"wgEncodeEH003473","GSM1008568","Crawford","Duke","baseAlignCounts.pl v 1","d2d7804a8bde5b1294a1f67321296b98",,,"wgEncode",,"1.6G",7311,,"wgEncodeOpenChromDnaseFibroblgm03348LentimyodBaseOverlapSignal","lenti-MyoD","bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibroblgm03348LentimyodBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibroblgm03348LentimyodBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348LentimyodBaseOverlapSignal.bigWig"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-02#,#2013-04-02#,"wgEncodeEH003473","GSM1008568","Crawford","Duke","p-value cutoff: 0.05","251e1c50fc6ab26bfba3619130f945b5",,,"wgEncode",,"2.1M",7311,,"wgEncodeOpenChromDnaseFibroblgm03348LentimyodPk","lenti-MyoD","narrowPeak","Peaks","wgEncodeOpenChromDnaseFibroblgm03348LentimyodPk.narrowPeak.gz","wgEncodeOpenChromDnaseFibroblgm03348LentimyodPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348LentimyodPk.narrowPeak.gz"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-02#,#2013-04-02#,"wgEncodeEH003473","GSM1008568","Crawford","Duke","fseq v 1.84, iff_generic_male","fe66a4bbbc8821ef820ad6e84ca93662",,,"wgEncode",,"3.2G",7311,,"wgEncodeOpenChromDnaseFibroblgm03348LentimyodSig","lenti-MyoD","bigWig","Signal","wgEncodeOpenChromDnaseFibroblgm03348LentimyodSig.bigWig","wgEncodeOpenChromDnaseFibroblgm03348LentimyodSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348LentimyodSig.bigWig"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-02#,"wgEncodeEH003476","GSM1008563","Crawford","Duke","p-value cutoff: 0.05","fcc175fc49bc1b3ae286cb7a4cdc1875",,,"wgEncode",,"2.2M",7312,,"wgEncodeOpenChromDnaseFibroblgm03348Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFibroblgm03348Pk.narrowPeak.gz","wgEncodeOpenChromDnaseFibroblgm03348Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348Pk.narrowPeak.gz"
"Fibrobl_GM03348","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-02#,"wgEncodeEH003476","GSM1008563","Crawford","Duke","fseq v 1.84, iff_generic_male","bd330ca6a4f08e96bc666ba85f2a48ba",,,"wgEncode",,"3.2G",7312,,"wgEncodeOpenChromDnaseFibroblgm03348Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseFibroblgm03348Sig.bigWig","wgEncodeOpenChromDnaseFibroblgm03348Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibroblgm03348Sig.bigWig"
"FibroP","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000605","GSM816626","Crawford","Duke","private-noSequence baseAlignCounts.pl v 1","9028d9886f3e8acc093b8f3435c3058f",,"hg18","wgEncode",,"1.1G",1651,,"wgEncodeOpenChromDnaseFibropBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibropBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibropBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropBaseOverlapSignal.bigWig"
"FibroP","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000605","GSM816626","Crawford","Duke","private-noSequence p-value cutoff: 0.05","b5a7044ddfcacefdc32b813bb672f025",,"hg18","wgEncode",,"2.4M",1651,,"wgEncodeOpenChromDnaseFibropPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFibropPk.narrowPeak.gz","wgEncodeOpenChromDnaseFibropPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropPk.narrowPeak.gz"
"FibroP","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-10#,#2010-10-09#,"wgEncodeEH000605","GSM816626","Crawford","Duke","private-noSequence fseq v 1.84, iff_generic_female","14fd1dc17131d9b995241ed5eb0ade04",,"hg18","wgEncode",,"3.7G",1651,,"wgEncodeOpenChromDnaseFibropSig",,"bigWig","Signal","wgEncodeOpenChromDnaseFibropSig.bigWig","wgEncodeOpenChromDnaseFibropSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropSig.bigWig"
"FibroP_AG08395","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002567","GSM1008575","Crawford","Duke","baseAlignCounts.pl v 1","ad23628fe053c26c8a608376ada389de",,,"wgEncode",,"1.6G",5561,,"wgEncodeOpenChromDnaseFibropag08395BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibropag08395BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibropag08395BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag08395BaseOverlapSignal.bigWig"
"FibroP_AG08395","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002567","GSM1008575","Crawford","Duke","p-value cutoff: 0.05","023247bd7f0a76a0d4161cd4af870d2a",,,"wgEncode",,"2.4M",5561,,"wgEncodeOpenChromDnaseFibropag08395Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFibropag08395Pk.narrowPeak.gz","wgEncodeOpenChromDnaseFibropag08395Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag08395Pk.narrowPeak.gz"
"FibroP_AG08395","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002567","GSM1008575","Crawford","Duke","fseq v 1.84, iff_generic_female","284b9816350ac255265476173dd5f44d",,,"wgEncode",,"3.2G",5561,,"wgEncodeOpenChromDnaseFibropag08395Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseFibropag08395Sig.bigWig","wgEncodeOpenChromDnaseFibropag08395Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag08395Sig.bigWig"
"FibroP_AG08396","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002568","GSM1008562","Crawford","Duke","baseAlignCounts.pl v 1","d3f85fbf96db5584eb27923192aa2bd9",,,"wgEncode",,"1.4G",5562,,"wgEncodeOpenChromDnaseFibropag08396BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibropag08396BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibropag08396BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag08396BaseOverlapSignal.bigWig"
"FibroP_AG08396","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002568","GSM1008562","Crawford","Duke","p-value cutoff: 0.05","c1ba520b6f1683bcbaf9e4cd7e7b5e61",,,"wgEncode",,"2.2M",5562,,"wgEncodeOpenChromDnaseFibropag08396Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFibropag08396Pk.narrowPeak.gz","wgEncodeOpenChromDnaseFibropag08396Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag08396Pk.narrowPeak.gz"
"FibroP_AG08396","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002568","GSM1008562","Crawford","Duke","fseq v 1.84, iff_generic_female","74f327722da584c801af36e66b1e9cf3",,,"wgEncode",,"3.2G",5562,,"wgEncodeOpenChromDnaseFibropag08396Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseFibropag08396Sig.bigWig","wgEncodeOpenChromDnaseFibropag08396Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag08396Sig.bigWig"
"FibroP_AG20443","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002569","GSM1008561","Crawford","Duke","baseAlignCounts.pl v 1","53655ac78820e88b76da443449d39ce9",,,"wgEncode",,"1.7G",5560,,"wgEncodeOpenChromDnaseFibropag20443BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFibropag20443BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFibropag20443BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag20443BaseOverlapSignal.bigWig"
"FibroP_AG20443","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002569","GSM1008561","Crawford","Duke","p-value cutoff: 0.05","fde395a6b94157e04a0c9122afb5b951",,,"wgEncode",,"2.3M",5560,,"wgEncodeOpenChromDnaseFibropag20443Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFibropag20443Pk.narrowPeak.gz","wgEncodeOpenChromDnaseFibropag20443Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag20443Pk.narrowPeak.gz"
"FibroP_AG20443","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-07#,#2012-11-07#,"wgEncodeEH002569","GSM1008561","Crawford","Duke","fseq v 1.84, iff_generic_male","1e2e02506931cc000350425c4bff3e1e",,,"wgEncode",,"3.2G",5560,,"wgEncodeOpenChromDnaseFibropag20443Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseFibropag20443Sig.bigWig","wgEncodeOpenChromDnaseFibropag20443Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFibropag20443Sig.bigWig"
"Frontal_cortex_OC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-06-27#,#2013-03-27#,"wgEncodeEH003471","GSM1008566","Crawford","Duke","baseAlignCounts.pl v 1","7e1c06786be78f3916ebb297a16dda47",,,"wgEncode",,"1.5G",7137,,"wgEncodeOpenChromDnaseFrontalcortexocBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseFrontalcortexocBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseFrontalcortexocBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFrontalcortexocBaseOverlapSignal.bigWig"
"Frontal_cortex_OC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-06-27#,#2013-03-27#,"wgEncodeEH003471","GSM1008566","Crawford","Duke","p-value cutoff: 0.05","c94d2fcd036c2732896c1faa48f1fa3b",,,"wgEncode",,"1.9M",7137,,"wgEncodeOpenChromDnaseFrontalcortexocPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseFrontalcortexocPk.narrowPeak.gz","wgEncodeOpenChromDnaseFrontalcortexocPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFrontalcortexocPk.narrowPeak.gz"
"Frontal_cortex_OC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-06-27#,#2013-03-27#,"wgEncodeEH003471","GSM1008566","Crawford","Duke","fseq v 1.84, iff_generic_female","e703ab71e1ffa62102185782718026dc",,,"wgEncode",,"3.1G",7137,,"wgEncodeOpenChromDnaseFrontalcortexocSig",,"bigWig","Signal","wgEncodeOpenChromDnaseFrontalcortexocSig.bigWig","wgEncodeOpenChromDnaseFrontalcortexocSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseFrontalcortexocSig.bigWig"
"GC_B_cell","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-02#,#2013-04-02#,"wgEncodeEH003474","GSM1008579","Crawford","Duke","baseAlignCounts.pl v 1","8bbc9dc4d4c3f0eff0fd0c1ed1d08f51",,,"wgEncode",,"1.4G",7308,,"wgEncodeOpenChromDnaseGcbcellBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGcbcellBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGcbcellBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGcbcellBaseOverlapSignal.bigWig"
"GC_B_cell","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-02#,#2013-04-02#,"wgEncodeEH003474","GSM1008579","Crawford","Duke","p-value cutoff: 0.05","fec69afbbbbb7a7b73f321c09c099d40",,,"wgEncode",,"1.6M",7308,,"wgEncodeOpenChromDnaseGcbcellPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGcbcellPk.narrowPeak.gz","wgEncodeOpenChromDnaseGcbcellPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGcbcellPk.narrowPeak.gz"
"GC_B_cell","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-02#,#2013-04-02#,"wgEncodeEH003474","GSM1008579","Crawford","Duke","fseq v 1.84, iff_generic_male","0dc37f6934c93135efdd0c84b2c02fab",,,"wgEncode",,"3.3G",7308,,"wgEncodeOpenChromDnaseGcbcellSig",,"bigWig","Signal","wgEncodeOpenChromDnaseGcbcellSig.bigWig","wgEncodeOpenChromDnaseGcbcellSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGcbcellSig.bigWig"
"Gliobla","wgEncodeOpenChromDnase","Gliobla/Input","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-19#,"wgEncodeEH001100","GSM816668","Crawford","Duke","baseAlignCounts.pl v 1","8a35dc0b63a270883300f97c9347231e",,"hg19","wgEncode",,"1.1G",2514,,"wgEncodeOpenChromDnaseGlioblaBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGlioblaBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGlioblaBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGlioblaBaseOverlapSignal.bigWig"
"Gliobla","wgEncodeOpenChromDnase","Gliobla/Input","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-19#,"wgEncodeEH001100","GSM816668","Crawford","Duke","p-value cutoff: 0.05","02fa463c4f7dfcd304f183a6f3de20eb",,"hg19","wgEncode",,"2.0M",2514,,"wgEncodeOpenChromDnaseGlioblaPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGlioblaPk.narrowPeak.gz","wgEncodeOpenChromDnaseGlioblaPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGlioblaPk.narrowPeak.gz"
"Gliobla","wgEncodeOpenChromDnase","Gliobla/Input","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-19#,"wgEncodeEH001100","GSM816668","Crawford","Duke","fseq v 1.84, iff_H54","95e8c475cad6bf1c542c01cdfd42576c",,"hg19","wgEncode",,"3.2G",2514,,"wgEncodeOpenChromDnaseGlioblaSig",,"bigWig","Signal","wgEncodeOpenChromDnaseGlioblaSig.bigWig","wgEncodeOpenChromDnaseGlioblaSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGlioblaSig.bigWig"
"GM10248","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-19#,#2013-04-19#,"wgEncodeEH003487","GSM1008589","Crawford","Duke","baseAlignCounts.pl v 1","2350c2c23078a299b8dd7acd0285cd5c",,,"wgEncode",,"1.8G",7511,,"wgEncodeOpenChromDnaseGm10248BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm10248BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm10248BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm10248BaseOverlapSignal.bigWig"
"GM10248","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-19#,#2013-04-19#,"wgEncodeEH003487","GSM1008589","Crawford","Duke","p-value cutoff: 0.05","812c17dcab9181cdaea54b21b8b8a1f8",,,"wgEncode",,"2.2M",7511,,"wgEncodeOpenChromDnaseGm10248Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm10248Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm10248Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm10248Pk.narrowPeak.gz"
"GM10248","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-19#,#2013-04-19#,"wgEncodeEH003487","GSM1008589","Crawford","Duke","fseq v 1.84, iff_generic_male","587309f3b7bd8eb5056c5c8a9bba514f",,,"wgEncode",,"3.1G",7511,,"wgEncodeOpenChromDnaseGm10248Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm10248Sig.bigWig","wgEncodeOpenChromDnaseGm10248Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm10248Sig.bigWig"
"GM10266","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-15#,"wgEncodeEH003484","GSM1008590","Crawford","Duke","baseAlignCounts.pl v 1","48464ce44d2850afebf3b650fa99dceb",,,"wgEncode",,"1.7G",7400,,"wgEncodeOpenChromDnaseGm10266BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm10266BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm10266BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm10266BaseOverlapSignal.bigWig"
